,Type,Repository,Repository City,Rep. Nat.,"Repository, City",,Lib_Latitude,Lib_Longitude,Shelfmark,Date_Start,Date_End,Date_Quality,Provenance,Prov_Latitude,Prov_Longitude,Length,Width,Number Pieces,Orientation,Complete?,Language_1,Language_2,Contents,Description,Bibliography,Editor Initials,Online Images,Online bib/record,
108,Ecclesiastical,Bayerische Staatsbibliothek,Munich,DE,"Bayerische Staatsbibliothek, Munich DE",,,,CIm 30035,1333,1340,,Unknown Provenance,,,61,8,,,,Latin,,"List of relics of St. Nicola, Passau, with drawings, by a pilgrim Nicholas.",,"Klemm, Elisabeth. “Ein Illustriertes Reliquienverzeichnes in Der BSB. Beitrag Zur Pasauer Buchmalerei Des 14 Jahrhundersts.” In Diversarum Artium Studia: Beiträge Zu Kunstwissenschaft, edited by Heinz Roosen-Runge, Helmut Engelhart, and Gerda Kempter, 75–104. Wiesbaden: Reichert, 1982.; Stork, Hans-Walter. “Spätmittelalterliche Gebetsbücher in Rollenform in Überlieferung Und Bild.” Gutenberg Jahrschrift 20 (2010): 43–78, n.42.",,http://daten.digitale-sammlungen.de/~db/0001/bsb00011837/images/index.html?id=00011837&fip=xdsydenyztsfsdrxsfsdrxdsydenen&no=2&seite=4,,
521,Trees of Christ,Bayerische Staatsbibliothek,Munich,DE,"Bayerische Staatsbibliothek, Munich DE",,,,Clm 28514,1468,1468,,"Germany or Austria, South",,,855,9.5,,,,Latin,,"""Late fork from Petrus idea."" ",Written in Carolingian Miniscule,"Kudorfer, Dieter. Katalog Der Lateinischen Handschriften Der Bayerischen Staatsbibliothek München: Clm 28461-28615. Wiesbaden: Harrossowitz, 1991.",STM,http://daten.digitale-sammlungen.de/bsb00034959/image_1,http://bilder.manuscripta-mediaevalia.de/download/HSK0239_b092,
107,Ecclesiastical,Bayerische Staatsbibliothek,Munich,DE,"Bayerische Staatsbibliothek, Munich DE",,,,CIm 29555(2,813,813,ca,Unknown Provenance,,,Unknown,Unknown,,,,Unknown Language,,Council report.,,"Mordek, Hubert. “Karolingische Kapitularen.” In Überlieferung Und Geltung Normativer Texte Des Frühen Und Hohen Mittelalters: Vier Vorträge, Gehalten Auf Dem 35. Deutschen Historikertag 1984 in Berlin, 25–50. Quellen Und Forschungen Zum Recht Im Mittelalter, Bd. 4. Sigmaringen: J. Thorbecke, 1986.",,,,
469,Poetry,Bayerische Staatsbibliothek,Munich,DE,"Bayerische Staatsbibliothek, Munich DE",,,,Germ 189,1350,1400,,Unknown Provenance,,,Unknown,Unknown,,,,Unknown Language,,German rhymed love-letter.,,"Petzet, Erich, and Otto Glauning. Deutsche Schrifttafeln Aus Papierhandschriften Des XIV. Bis XVI. Jahrhunderts. Leipzig: Karl W. Hiersman, 1930.",,,,can't find searching by shelfmark; perhaps there is another thing to search
13,Amulets,Bayerische Staatsbibliothek,Munich,DE,"Bayerische Staatsbibliothek, Munich DE",,,,CIm 10098,1300,1350,ca,Italian,,,594.4,11,3,,,Latin,,"Penitential psalms, litany, prayers to saints.",,"Stork, Hans-Walter. “Spätmittelalterliche Gebetsbücher in Rollenform in Überlieferung Und Bild.” Gutenberg Jahrschrift 20 (2010): 43–78.",SDP,,http://www.manuscripta-mediaevalia.de/hs/katalogseiten/HSK0240_b075_jpg.htm,
190,GB Roy. Gen.,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Osborn a14,1475,1499,ca,England,,,190,13,,V,,Middle English,,"Later redaction of Lydgate's ""The Kings of England Sithen William the Conqueror,"" the reigns of the kings of England beginning with William, Duke of Normandy and continuing to the reign of Henry VI.",,Unknown Bibliography,SDP,http://brbl-dl.library.yale.edu/pdfgen/exportPDF.php?bibid=10877313&solrid=3812495,http://brbl-dl.library.yale.edu/pdfgen/exportPDF.php?bibid=10877313&solrid=3812495,
489,Statute Roll,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Osborn fa37,1336,1337,?,England,,,173,20,,V,Y,English,Latin,Documents of a process brought before Parliament in a property dispute between Queen Isabella de France and the Priory of Coventry.,Written on parchment.,Unknown Bibliography,SDP,,http://brbl-net.library.yale.edu/pre1600ms/docs/pre1600.osborn.fa27.htm,
43,Arma Christi,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Beinecke MS 1187,1492,1492,,Netherlands,,,94,17.2,,V,,Dutch,,Prayers ascribed to Sixtus IV and Alexander VI,"Written in brown ink in a gothic hand, capitals stroked in red, rubrics in red, one- to 3-line initials in red or blue, one very large miniature with the bust-figure of Christ surrounded by the Arma Christi (two dice, a torch, pliers, the cross, a flagellum on top, a spear, the sponge on rod and three nails) emerging from a sarcophagus, wearing the crown of thorns and showing his stigmata, on a blue ground, in a gold frame with sprays of stylised flowers in orange with green leaves to the sides and the top, one large initial in blue formed of fleshy acanthus on a burnished gold ground with orange flowers in the corners, enclosing sprays of flowers drawn in red, one smaller initial in gold with red pen-flourishing and green infill.",Unknown Bibliography,SDP,http://www.sothebys.com/en/auctions/ecatalogue/2014/medieval-renaissance-manuscripts-l14240/lot.48.html,http://brbl-net.library.yale.edu/pre1600ms/docs/pre1600.ms1187.htm,
616,GB Roy. Gen.,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Takamiya MS 35,1275,1435,ca,England,,,337.6,22.5,,V,,Latin,Middle English,Chronicle of the kings of England from William the Conqueror to Henry VI in couplets. Verses are Boffey and Edwards #444. ,Written on vellum.,"Boffey, Julia, and A.S.G. Edwards. A New Index of Middle English Verse. London: The British Library, 2005, 32 (#444).; Takamiya, Toshiyuki. “A Handlist of Western Medieval Manuscripts in the Takamiya Collection.” In The Medieval Book: Glosses from Friends & Colleagues of Christopher de Hamel, edited by James H. Marrow, Richard A. Linenthal, and William Noel, 421–40. Houten, Netherlands: Hes & De Graaf Publishers, 2010, 429.",SDP,,http://hdl.handle.net/10079/bibid/11780883,
612,GB Roy. Gen.,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Takamiya MS 52,1450,1500,,England,,,235,18.7,,V,,Middle English,,Roll on Vellum. Chronicle of the kings of England from William the Conqueror to Henry VI in couplets. Verses are Boffey and Edwards #444. ,,"Boffey, Julia, and A.S.G. Edwards. A New Index of Middle English Verse. London: The British Library, 2005. 32 (#444).; Takamiya, Toshiyuki. “A Handlist of Western Medieval Manuscripts in the Takamiya Collection.” In The Medieval Book: Glosses from Friends & Colleagues of Christopher de Hamel, edited by James H. Marrow, Richard A. Linenthal, and William Noel, 421–40. Houten, Netherlands: Hes & De Graaf Publishers, 2010.",SDP,,http://beinecke.library.yale.edu/collections/curatorial-areas/early-books-and-manuscripts/takamiya-deposit,
683,Varia,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Marston 210,1410,1500,,Italy,,,64.5,23.5,1,V,C,Italian,,"""Lunario volgare perpetuo."" Tables to determine the position of the moon 24 hours a day with corresponding zodiac signs and four cardinal directions. Also included are 12 passages describing good or bad actions to take when the moon is in certain positions. One passage on the dangerous days of each month and about the four dangerous mondays of April, August, September and December during which one should not eat goose.",,"Bond, W. H., and Christopher Urdahl Faye. Supplement to the Census of Medieval and Renaissance Manuscripts in the United States and Canada. New York: Bibliographical Society of America, 1962, 88 no. 210.",SDP,,http://brbl-net.library.yale.edu/pre1600ms/docs/pre1600.mars210.htm,
45,Arma Christi,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Osborn fa24 lot 28,1500,1600,?,England,,,65.5,11.5,,V,,English,,"""O Vernicle Prayer Roll""",Cursive script. Frequent illustrations of the text.,"Denny-Brown, Andrea, and Lisa H Cooper, eds. The Arma Christi in Medieval and Early Modern Material Culture: With a Critical Edition of “O Vernicle.” Ashgate Publishing Company, 2014.; Edsall, Mary Agnes. “Arma Christi Rolls or Textual Amulets?: The Narrow Roll Format Manuscripts of ‘O Vernicle.’” Magic, Ritual, and Witchcraft 9, no. 2 (2014): 178–209.",SDP,http://brbl-dl.library.yale.edu/vufind/Record/3526527,http://brbl-net.library.yale.edu/pre1600ms/docs/pre1600.osborn.fa24.htm,
46,Arma Christi,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Osborn fa24 lot 29,1500,1600,?,England,,,111,13,,V,,English,,"""O Vernicle Prayer Roll""",Cursive script. Frequent illustrations of the text.,"Denny-Brown, Andrea, and Lisa H Cooper, eds. The Arma Christi in Medieval and Early Modern Material Culture: With a Critical Edition of “O Vernicle.” Ashgate Publishing Company, 2014.; Edsall, Mary Agnes. “Arma Christi Rolls or Textual Amulets?: The Narrow Roll Format Manuscripts of ‘O Vernicle.’” Magic,Ritual, and Witchcraft 9, no. 2 (2014): 178–209.",SDP,http://brbl-dl.library.yale.edu/vufind/Record/3526527,http://brbl-net.library.yale.edu/pre1600ms/docs/pre1600.osborn.fa24.htm,
533,Trees of Christ,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Beinecke MS 1183,1300,1350,,"Italy, Piedmont or Lombardy",,,344.5,35,7,V,Y,Latin,,"Decorated roll containing the text of the Compendium historiae in genealogia Christi by Peter of Poitiers (Petrus Pictaviensis). The text, presented in genealogical tree format, appears to be a copy of the second version of this work, containing the full text of the first version accompanied by interpolations from the Historia scholastica and other sources.",Single Gothic hand,"Gautier, Marc-Edouard. Mille Ans D’histoire de L’arbre Généalogique En France. Rennes: Editions Ouest-France, 2008.",ECI,http://www.lesenluminures.com/enlu-assets/catalogues/primer/primer-6-manuscript-production/primer6_cat.pdf,http://brbl-net.library.yale.edu/pre1600ms/docs/pre1600.ms1183.htm;  http://www.textmanuscripts.com/manuscript_description.php?id=3291&%20cat=search&requete=YTozOntzOjc6InRtX2FyY2giO2E6Mjp7aTowO2k6MDtpOjE7czoxOiI9Ijt9czo4OiJib2hfcHJldiI7YToyOntpOjA7aTowO2k6MTtzOjE6Ij0iO31zOjEwOiJ0bV9zdWJqZWN0IjthOjI6e2k6MDtzOjEwOiJDaHJvbmljbGVzIjtpOjE7czo1OiJybGlrZSI7fX0=&,
276,Liturgical,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Beinecke MS 810,1300,1300,ca,"Italy, Milan",,,680,"153, 148, 162",18,V,,Latin,,"Ambrosian Rite Antiphons for Rogation Days, with musical notation.",Written on parchment.,"Kelly, Thomas Forrest. The Exultet in Southern Italy. New York: Oxford University Press, 1996, 27.; Suski, Andrzej Wojciech, Giacomo Baroffio, and Manlio Sodi. “Rotoli Liturgici Medievali (Secoli VII-XV). Censimento E Bibliografia.” Revista Liturgica 101, no. 3 (2014): 603–21.",SDP,http://brbl-dl.library.yale.edu/vufind/Record/3592241?image_id=1002526,http://brbl-dl.library.yale.edu/vufind/Record/3592241,
316,Med-Alch,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Mellon MS 41,1550,1570,ca,England,,,585.5,54,3,V,,English,Latin,Ripley scroll. Text in English and Latin from Carpenter and 30 English lines from the Visio Mystica of Arnold of Villanova.,Bound in 12th c as codex but originally a scroll.,"McCallum, R. Ian. “Alchemical Scrolls Associated with George Ripley.” In Mystical Metal of Gold, edited by Stanton J. Linden, 161–88. New York: AMS Press, 2007.",SDP,,http://brbl-dl.library.yale.edu/vufind/Record/3592268,
710,Prayer Roll,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Takamiya MS 56,1435,1450,,England,,,173,8,,V,C,Middle English,,Collection of Middle English and Latin prayers. Reverse of roll contains horizontal inscription suggesting that the item may have been intended as a birth girdle.,Written in a single hand on parchment. ,"Morse, Mary. ""'Thys moche more ys oure lady mary longe': Takamiya MS 56 and the English Birth Girdle Tradition."" In Middle English Texts in Transition: A Festschrift Dedicated to Toshiyuki Takamiya on his 70th Birthday, edited by Simon Horobin and Linne Mooney, 199-219. York: York Medieval Press, 2014.; Morse, Mary. ""Two Unpublished English Elevation Prayers in Takamiya MS 56."" Journal of the Early Book Society16 (2013): 269-277.; Takamiya, Toshiyuki. “A Handlist of Western Medieval Manuscripts in the Takamiya Collection.” In The Medieval Book: Glosses from Friends & Colleagues of Christopher de Hamel, edited by James H. Marrow, Richard A. Linenthal, and William Noel. Houten, Netherlands: Hes & De Graaf Publishers, 2010, 431.",SDP,"http://luna.library.wmich.edu/luna/servlet/detail/WMUwmu~77~77~835180~140685?qvq=q:manuscript_identifier%3D%22Takamiya%2BMS%2B56%22;lc:WMUwmu~85~85,WMUwmu~73~73,WMUwmu~77~77,WMUwmu~84~84,WMUwmu~90~90,WMUwmu~29~29,WMUwmu~82~82&mi=1&trs=4",http://orbexpress.library.yale.edu/vwebv/holdingsInfo?bibId=11778631,
33,Archival,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Marston MS 254,1200,1300,?,Germany,,,125,15.5,1,V,,Middle German,,"Constitution for the Dinghof fr Cologne of Ingersheim in Alsace, consisting of 16 articles",,"Shailor, Barbara A. Catalogue of Medieval and Renaissance Manuscripts in the Beinecke Rare Book and Manuscript Library Yale University. Vol. III. 100. Binghamton, NY: Medieval & Renaissance Tests & Studies, 1992, 497.",HRW,,http://brbl-net.library.yale.edu/pre1600ms/docs/pre1600.mars254.htm,
65,Chronicles,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Marston MS 180,1410,1413,ca,France,,,566,64,8,,,French,,"Chronice roll of popes, Roman emperors, and French and English Kings",,"Shailor, Barbara A. The Medieval Book: Catalogue of an Exhibition at the Beinecke Rare Book & Manuscript Library, Yale University. New Haven: Yale University Library, 1988, 92-94.",,,http://brbl-net.library.yale.edu/pre1600ms/docs/pre1600.mars180.htm,
189,GB Roy. Gen.,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Marston MS 242,1466,1467,,England,,,976,33,15,V,,Middle English,,Chronicle of biblical world history and the genealogy of the kings of England from Brutus. ,Roundels with illustrations of biblical and historical events.,"Shailor, Barbara A. The Medieval Book: Catalogue of an Exhibition at the Beinecke Rare Book & Manuscript Library, Yale University. New Haven: Yale University Library, 1988.",HRW,http://brbl-dl.library.yale.edu/vufind/Record/3446276,http://brbl-net.library.yale.edu/pre1600ms/docs/pre1600.mars242.htm,
44,Arma Christi,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Beinecke MS 410,1475,1485,ca,England,,,151.5,16.5,,,,Latin,,Prayers with drawing of the true length of Christ’s body,,"Stork, Hans-Walter. “Spätmittelalterliche Gebetsbücher in Rollenform in Überlieferung Und Bild.” Gutenberg Jahrschrift 20 (2010): 43–78.",SDP (dimensions) EPW (digital images link),http://brbl-dl.library.yale.edu/vufind/Record/3592331,,
711,Trees of Christ,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Takamiya MS 36,1400,1450,,England,,,160,29.1,,,,Middle English,,Old Testament chronicle and genealogy of Christ written in prose.,,"Takamiya, Toshiyuki. “A Handlist of Western Medieval Manuscripts in the Takamiya Collection.” In The Medieval Book: Glosses from Friends & Colleagues of Christopher de Hamel, edited by James H. Marrow, Richard A. Linenthal, and William Noel, 421–40. Houten, Netherlands: Hes & De Graaf Publishers, 2010, 431.",SDP,,http://orbexpress.library.yale.edu/vwebv/holdingsInfo?bibId=11781026,
615,Trees of Christ,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Takamiya MS 53,1400,1500,,England,,,249,29.7,,V,,Middle English,,Old Testament Chronicle and Genealogy of Christ,Written on vellum.,"Takamiya, Toshiyuki. “A Handlist of Western Medieval Manuscripts in the Takamiya Collection.” In The Medieval Book: Glosses from Friends & Colleagues of Christopher de Hamel, edited by James H. Marrow, Richard A. Linenthal, and William Noel, 421–40. Houten, Netherlands: Hes & De Graaf Publishers, 2010, 431.",SDP,,,
714,Prayer Roll,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Takamiya MS 116,1475,1525,,England,,,78,17.3,,,,Middle English,Latin,Prayer Roll in Middle English with some passages in Latin.,,"Takamiya, Toshiyuki. “A Handlist of Western Medieval Manuscripts in the Takamiya Collection.” In The Medieval Book: Glosses from Friends & Colleagues of Christopher de Hamel, edited by James H. Marrow, Richard A. Linenthal, and William Noel, 421–40. Houten, Netherlands: Hes & De Graaf Publishers, 2010.",SDP,,http://orbexpress.library.yale.edu/vwebv/holdingsInfo?bibId=12280444,
626,Prayer Roll,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Takamiya MS 112,1430,1430,ca,England,,,548.6,17.8,,V,,Middle English,Latin,Latin prayers from the Sarum breviary followed by Middle English devotional lyrics. Large initial of the Virgin Mary and child.,Written on vellum.,"Takamiya, Toshiyuki. “A Handlist of Western Medieval Manuscripts in the Takamiya Collection.” In The Medieval Book: Glosses from Friends & Colleagues of Christopher de Hamel, edited by James H. Marrow, Richard A. Linenthal, and William Noel, 421–40. Houten, Netherlands: Hes & De Graaf Publishers, 2010.",SDP,,http://orbexpress.library.yale.edu/vwebv/holdingsInfo?bibId=11777669,
713,Prayer Roll,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Takamiya MS 68,1400,1500,,England,,,152.4,11.2,,,,Latin,English,Four Latin prayers for personal use with one English rubric.,,"Takamiya, Toshiyuki. “A Handlist of Western Medieval Manuscripts in the Takamiya Collection.” In The Medieval Book: Glosses from Friends & Colleagues of Christopher de Hamel, edited by James H. Marrow, Richard A. Linenthal, and William Noel, 421–40. Houten, Netherlands: Hes & De Graaf Publishers, 2010.",SDP,,http://orbexpress.library.yale.edu/vwebv/holdingsInfo?bibId=12280357,
712,Arma Christi,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Takamiya MS 70,1450,1450,ca,Unknown Provenance,,,235,16,,V,,Latin,,Prayers with a large miniature of the Crucifixion with instruments of the passion and the arms of Christ depicted.,Written on vellum.,"Takamiya, Toshiyuki. “A Handlist of Western Medieval Manuscripts in the Takamiya Collection.” In The Medieval Book: Glosses from Friends & Colleagues of Christopher de Hamel, edited by James H. Marrow, Richard A. Linenthal, and William Noel, 421–40. Houten, Netherlands: Hes & De Graaf Publishers, 2010.",SDP,,http://orbexpress.library.yale.edu/vwebv/holdingsInfo?bibId=12280956,
558,Varia,"Beinecke Rare Book & Manuscript Library, Yale University","New Haven, CT",US,"Beinecke Rare Book & Manuscript Library at Yale University, New Haven CT US",,,,Beinecke MS 504,1200,1300,,Unknown Provenance,,,72.8,12.7,2,V,,Latin,,"""Predictions for the ensuing year according to the day of the week upon which Christmas and January first fall."" ",Membranes sewn together with green thread.,Unknown Bibliography,HRW,http://brbl-dl.library.yale.edu/vufind/Record/3440164?image_id=1110633,,
